Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_8_44,VPWR,li1,26.4500,35.3600,1.799998
FILLER_8_41,VPWR,li1,25.0700,35.3600,1.799999
FILLER_8_38,VPWR,li1,23.6900,35.3600,1.799999
FILLER_8_35,VPWR,li1,22.3100,35.3600,1.799999
FILLER_8_32,VPWR,li1,20.9300,35.3600,1.799999
FILLER_8_29,VPWR,li1,19.5500,35.3600,1.799999
FILLER_8_27,VPWR,li1,18.1700,35.3600,1.799998
FILLER_8_24,VPWR,li1,17.2500,35.3600,1.799998
FILLER_8_14,VPWR,li1,12.4200,35.3600,1.799998
FILLER_8_6,VPWR,li1,8.5100,35.3600,1.799998
FILLER_7_69,VPWR,li1,37.9500,29.9200,1.799997
FILLER_7_66,VPWR,li1,36.5700,29.9200,1.799997
FILLER_7_60,VPWR,li1,33.5800,29.9200,1.799998
FILLER_7_57,VPWR,li1,32.4300,29.9200,1.799998
FILLER_7_54,VPWR,li1,30.8200,29.9200,1.799998
FILLER_7_51,VPWR,li1,29.6700,29.9200,1.799998
FILLER_7_48,VPWR,li1,28.2900,29.9200,1.799998
FILLER_7_45,VPWR,li1,26.9100,29.9200,1.799998
FILLER_7_42,VPWR,li1,25.5300,29.9200,1.799998
FILLER_7_39,VPWR,li1,24.1500,29.9200,1.799998
FILLER_7_36,VPWR,li1,22.7700,29.9200,1.799998
FILLER_7_33,VPWR,li1,21.3900,29.9200,1.799998
FILLER_7_30,VPWR,li1,20.0100,29.9200,1.799998
FILLER_7_27,VPWR,li1,18.6300,29.9200,1.799998
FILLER_7_24,VPWR,li1,17.2500,29.9200,1.799998
FILLER_7_13,VPWR,li1,11.7300,29.9200,1.799997
FILLER_7_10,VPWR,li1,10.8100,29.9200,1.799997
FILLER_6_70,VPWR,li1,37.9500,29.9200,1.799997
FILLER_6_59,VPWR,li1,33.3500,29.9200,1.799998
FILLER_6_56,VPWR,li1,31.9700,29.9200,1.799998
FILLER_6_53,VPWR,li1,30.5900,29.9200,1.799998
FILLER_6_50,VPWR,li1,29.2100,29.9200,1.799998
FILLER_6_47,VPWR,li1,27.8300,29.9200,1.799998
FILLER_6_44,VPWR,li1,26.4500,29.9200,1.799998
FILLER_6_41,VPWR,li1,25.0700,29.9200,1.799998
FILLER_6_38,VPWR,li1,23.6900,29.9200,1.799998
FILLER_6_35,VPWR,li1,22.3100,29.9200,1.799998
FILLER_6_32,VPWR,li1,20.9300,29.9200,1.799998
FILLER_6_29,VPWR,li1,19.5500,29.9200,1.799998
FILLER_6_26,VPWR,li1,17.9400,29.9200,1.799998
FILLER_6_23,VPWR,li1,16.7900,29.9200,1.799998
FILLER_6_20,VPWR,li1,15.4100,29.9200,1.799998
FILLER_6_17,VPWR,li1,14.0300,29.9200,1.799998
FILLER_6_11,VPWR,li1,10.8100,29.9200,1.799997
FILLER_5_73,VPWR,li1,39.5600,24.4800,1.799997
FILLER_5_53,VPWR,li1,30.5900,24.4800,1.799997
FILLER_5_50,VPWR,li1,29.2100,24.4800,1.799997
FILLER_5_47,VPWR,li1,27.8300,24.4800,1.799998
FILLER_5_44,VPWR,li1,26.4500,24.4800,1.799998
FILLER_5_41,VPWR,li1,25.0700,24.4800,1.799998
FILLER_5_38,VPWR,li1,23.6900,24.4800,1.799998
FILLER_5_27,VPWR,li1,18.4000,24.4800,1.799998
FILLER_5_19,VPWR,li1,14.7200,24.4800,1.799998
FILLER_5_16,VPWR,li1,13.5700,24.4800,1.799997
FILLER_5_13,VPWR,li1,12.1900,24.4800,1.799997
FILLER_5_10,VPWR,li1,10.8100,24.4800,1.799997
FILLER_4_64,VPWR,li1,35.1900,24.4800,1.799997
FILLER_4_61,VPWR,li1,34.2700,24.4800,1.799997
FILLER_4_58,VPWR,li1,32.8900,24.4800,1.799997
FILLER_4_55,VPWR,li1,31.5100,24.4800,1.799997
FILLER_4_52,VPWR,li1,30.1300,24.4800,1.799997
FILLER_4_49,VPWR,li1,28.7500,24.4800,1.799998
FILLER_4_46,VPWR,li1,27.3700,24.4800,1.799998
FILLER_4_37,VPWR,li1,23.0000,24.4800,1.799998
FILLER_4_18,VPWR,li1,14.4900,24.4800,1.799998
FILLER_3_74,VPWR,li1,39.7900,19.0400,1.799995
FILLER_3_60,VPWR,li1,33.3500,19.0400,1.799995
FILLER_3_57,VPWR,li1,32.4300,19.0400,1.799995
FILLER_3_55,VPWR,li1,31.0500,19.0400,1.799995
FILLER_3_52,VPWR,li1,30.1300,19.0400,1.799996
FILLER_3_49,VPWR,li1,28.7500,19.0400,1.799996
FILLER_3_46,VPWR,li1,27.3700,19.0400,1.799996
FILLER_3_43,VPWR,li1,25.9900,19.0400,1.799996
FILLER_3_40,VPWR,li1,24.6100,19.0400,1.799996
FILLER_3_37,VPWR,li1,23.2300,19.0400,1.799996
FILLER_3_29,VPWR,li1,19.3200,19.0400,1.799996
FILLER_3_26,VPWR,li1,18.1700,19.0400,1.799996
FILLER_3_23,VPWR,li1,16.7900,19.0400,1.799996
FILLER_3_20,VPWR,li1,15.4100,19.0400,1.799995
FILLER_3_6,VPWR,li1,8.5100,19.0400,1.799995
FILLER_2_53,VPWR,li1,30.1300,19.0400,1.799996
FILLER_2_50,VPWR,li1,29.2100,19.0400,1.799996
FILLER_2_47,VPWR,li1,27.8300,19.0400,1.799996
FILLER_2_44,VPWR,li1,26.4500,19.0400,1.799996
FILLER_2_41,VPWR,li1,25.0700,19.0400,1.799996
FILLER_2_38,VPWR,li1,23.6900,19.0400,1.799996
FILLER_2_29,VPWR,li1,19.3200,19.0400,1.799996
FILLER_2_26,VPWR,li1,17.9400,19.0400,1.799996
FILLER_1_57,VPWR,li1,31.9700,13.6000,1.799991
FILLER_1_55,VPWR,li1,31.0500,13.6000,1.799991
FILLER_1_51,VPWR,li1,29.2100,13.6000,1.799991
FILLER_0_73,VPWR,li1,39.5600,13.6000,1.799990
FILLER_0_63,VPWR,li1,34.7300,13.6000,1.799991
FILLER_0_57,VPWR,li1,32.2000,13.6000,1.799991
FILLER_0_41,VPWR,li1,24.6100,13.6000,1.799993
FILLER_0_29,VPWR,li1,19.3200,13.6000,1.799993
output62,VPWR,li1,14.2600,46.2400,1.799994
output61,VPWR,li1,23.9200,46.2400,1.799994
output60,VPWR,li1,28.5200,13.6000,1.799992
output59,VPWR,li1,39.1000,13.6000,1.799990
output58,VPWR,li1,17.4800,13.6000,1.799993
output57,VPWR,li1,12.4200,13.6000,1.799992
output56,VPWR,li1,9.6600,19.0400,1.799995
output55,VPWR,li1,20.7000,46.2400,1.799995
output54,VPWR,li1,30.3600,46.2400,1.799993
output53,VPWR,li1,7.8200,19.0400,1.799994
output52,VPWR,li1,27.1400,46.2400,1.799994
output51,VPWR,li1,33.5800,46.2400,1.799993
output50,VPWR,li1,36.8000,46.2400,1.799992
output49,VPWR,li1,39.1000,35.3600,1.799998
output48,VPWR,li1,37.2600,40.8000,1.799995
output47,VPWR,li1,33.5800,13.6000,1.799991
output46,VPWR,li1,38.1800,13.6000,1.799990
output45,VPWR,li1,30.3600,13.6000,1.799991
output44,VPWR,li1,39.1000,40.8000,1.799995
output43,VPWR,li1,39.1000,46.2400,1.799992
output42,VPWR,li1,9.6600,46.2400,1.799994
output41,VPWR,li1,39.1000,29.9200,1.799997
output40,VPWR,li1,39.1000,24.4800,1.799997
output39,VPWR,li1,7.8200,46.2400,1.799993
output38,VPWR,li1,9.6600,40.8000,1.799996
output37,VPWR,li1,7.8200,40.8000,1.799996
output36,VPWR,li1,7.8200,29.9200,1.799997
output35,VPWR,li1,7.8200,24.4800,1.799997
output34,VPWR,li1,14.2600,13.6000,1.799992
output33,VPWR,li1,9.6600,29.9200,1.799997
output32,VPWR,li1,39.1000,19.0400,1.799995
output31,VPWR,li1,37.2600,19.0400,1.799995
input30,VPWR,li1,23.6900,13.6000,1.799993
input29,VPWR,li1,11.2700,19.0400,1.799995
input28,VPWR,li1,30.1300,13.6000,1.799991
input27,VPWR,li1,26.9100,13.6000,1.799992
input26,VPWR,li1,16.7900,19.0400,1.799996
input25,VPWR,li1,14.0300,19.0400,1.799995
input24,VPWR,li1,12.6500,19.0400,1.799995
input23,VPWR,li1,15.8700,46.2400,1.799994
input22,VPWR,li1,17.2500,46.2400,1.799994
input21,VPWR,li1,9.2000,13.6000,1.799992
input20,VPWR,li1,7.5900,35.3600,1.799998
input19,VPWR,li1,35.1900,46.2400,1.799993
input18,VPWR,li1,28.7500,46.2400,1.799993
input17,VPWR,li1,22.3100,46.2400,1.799995
input16,VPWR,li1,25.5300,46.2400,1.799994
input15,VPWR,li1,31.0500,19.0400,1.799995
input14,VPWR,li1,34.2700,19.0400,1.799995
input13,VPWR,li1,36.1100,24.4800,1.799997
input12,VPWR,li1,39.3300,40.8000,1.799995
input11,VPWR,li1,39.3300,29.9200,1.799997
input10,VPWR,li1,39.3300,35.3600,1.799998
input9,VPWR,li1,32.4300,19.0400,1.799995
input8,VPWR,li1,11.7300,35.3600,1.799998
input7,VPWR,li1,7.5900,35.3600,1.799998
input6,VPWR,li1,10.3500,35.3600,1.799998
input5,VPWR,li1,8.9700,35.3600,1.799998
input4,VPWR,li1,7.5900,19.0400,1.799994
input3,VPWR,li1,7.5900,24.4800,1.799997
input2,VPWR,li1,15.8700,13.6000,1.799993
input1,VPWR,li1,14.0300,19.0400,1.799995
TAP_TAPCELL_ROW_12_40,VPWR,li1,31.5100,45.9330,1.799993
TAP_TAPCELL_ROW_12_39,VPWR,li1,18.6300,45.9330,1.799995
TAP_TAPCELL_ROW_11_38,VPWR,li1,31.5100,41.1060,1.799996
TAP_TAPCELL_ROW_10_37,VPWR,li1,18.6300,40.4930,1.799997
TAP_TAPCELL_ROW_9_36,VPWR,li1,31.5100,35.6660,1.799998
TAP_TAPCELL_ROW_8_35,VPWR,li1,18.6300,35.0530,1.799999
TAP_TAPCELL_ROW_7_34,VPWR,li1,31.5100,30.2260,1.799998
TAP_TAPCELL_ROW_6_33,VPWR,li1,18.6300,29.6130,1.799998
TAP_TAPCELL_ROW_5_32,VPWR,li1,31.5100,24.7860,1.799997
TAP_TAPCELL_ROW_4_31,VPWR,li1,18.6300,24.1730,1.799998
TAP_TAPCELL_ROW_3_30,VPWR,li1,31.5100,19.3460,1.799995
TAP_TAPCELL_ROW_2_29,VPWR,li1,18.6300,18.7330,1.799996
TAP_TAPCELL_ROW_1_28,VPWR,li1,31.5100,13.9060,1.799991
TAP_TAPCELL_ROW_0_27,VPWR,li1,31.5100,13.2930,1.799991
TAP_TAPCELL_ROW_0_26,VPWR,li1,18.6300,13.2930,1.799993
PHY_EDGE_ROW_12_Left_25,VPWR,li1,6.2100,46.2400,1.799993
PHY_EDGE_ROW_11_Left_24,VPWR,li1,6.2100,40.8000,1.799996
PHY_EDGE_ROW_10_Left_23,VPWR,li1,6.2100,40.8000,1.799996
PHY_EDGE_ROW_9_Left_22,VPWR,li1,6.2100,35.3600,1.799998
PHY_EDGE_ROW_8_Left_21,VPWR,li1,6.2100,35.3600,1.799998
PHY_EDGE_ROW_7_Left_20,VPWR,li1,6.2100,29.9200,1.799997
PHY_EDGE_ROW_6_Left_19,VPWR,li1,6.2100,29.9200,1.799997
PHY_EDGE_ROW_5_Left_18,VPWR,li1,6.2100,24.4800,1.799997
PHY_EDGE_ROW_4_Left_17,VPWR,li1,6.2100,24.4800,1.799997
PHY_EDGE_ROW_3_Left_16,VPWR,li1,6.2100,19.0400,1.799994
PHY_EDGE_ROW_2_Left_15,VPWR,li1,6.2100,19.0400,1.799994
PHY_EDGE_ROW_1_Left_14,VPWR,li1,6.2100,13.6000,1.799992
PHY_EDGE_ROW_0_Left_13,VPWR,li1,6.2100,13.6000,1.799992
PHY_EDGE_ROW_12_Right_12,VPWR,li1,40.7100,46.2400,1.799992
PHY_EDGE_ROW_11_Right_11,VPWR,li1,40.7100,40.8000,1.799995
PHY_EDGE_ROW_10_Right_10,VPWR,li1,40.7100,40.8000,1.799995
PHY_EDGE_ROW_9_Right_9,VPWR,li1,40.7100,35.3600,1.799998
PHY_EDGE_ROW_8_Right_8,VPWR,li1,40.7100,35.3600,1.799998
PHY_EDGE_ROW_7_Right_7,VPWR,li1,40.7100,29.9200,1.799997
PHY_EDGE_ROW_6_Right_6,VPWR,li1,40.7100,29.9200,1.799997
PHY_EDGE_ROW_5_Right_5,VPWR,li1,40.7100,24.4800,1.799997
PHY_EDGE_ROW_4_Right_4,VPWR,li1,40.7100,24.4800,1.799997
PHY_EDGE_ROW_3_Right_3,VPWR,li1,40.7100,19.0400,1.799995
PHY_EDGE_ROW_2_Right_2,VPWR,li1,40.7100,19.0400,1.799995
PHY_EDGE_ROW_1_Right_1,VPWR,li1,40.7100,13.6000,1.799990
PHY_EDGE_ROW_0_Right_0,VPWR,li1,40.7100,13.6000,1.799990
_109_,VPWR,li1,12.6500,46.2400,1.799994
_108_,VPWR,li1,38.8700,19.0400,1.799995
_107_,VPWR,li1,11.2700,40.8000,1.799996
_106_,VPWR,li1,11.2700,46.2400,1.799994
_105_,VPWR,li1,8.2800,40.8000,1.799996
_104_,VPWR,li1,10.3500,35.3600,1.799998
_103_,VPWR,li1,8.5100,29.9200,1.799997
_102_,VPWR,li1,9.4300,24.4800,1.799997
_101_,VPWR,li1,9.6600,19.0400,1.799995
_100_,VPWR,li1,9.8900,24.4800,1.799997
_099_,VPWR,li1,16.5600,24.4800,1.799998
_098_,VPWR,li1,16.7900,24.4800,1.799998
_097_,VPWR,li1,25.0700,24.4800,1.799998
_096_,VPWR,li1,20.2400,24.4800,1.799998
_095_,VPWR,li1,21.1600,19.0400,1.799997
_094_,VPWR,li1,20.9300,13.6000,1.799994
_093_,VPWR,li1,21.3900,13.6000,1.799994
_092_,VPWR,li1,27.3700,13.6000,1.799992
_091_,VPWR,li1,24.1500,13.6000,1.799993
_090_,VPWR,li1,25.5300,13.6000,1.799992
_089_,VPWR,li1,18.6300,13.6000,1.799993
_088_,VPWR,li1,15.4100,19.0400,1.799995
_087_,VPWR,li1,12.6500,19.0400,1.799995
_086_,VPWR,li1,11.0400,13.6000,1.799992
_085_,VPWR,li1,8.5100,13.6000,1.799992
_084_,VPWR,li1,15.4100,40.8000,1.799997
_083_,VPWR,li1,21.8500,40.8000,1.799997
_082_,VPWR,li1,18.6300,40.8000,1.799997
_081_,VPWR,li1,24.6100,40.8000,1.799997
_080_,VPWR,li1,22.0800,40.8000,1.799997
_079_,VPWR,li1,24.3800,40.8000,1.799997
_078_,VPWR,li1,33.5800,40.8000,1.799996
_077_,VPWR,li1,30.1300,40.8000,1.799996
_076_,VPWR,li1,33.3500,40.8000,1.799996
_075_,VPWR,li1,31.5100,40.8000,1.799996
_074_,VPWR,li1,28.0600,40.8000,1.799997
_073_,VPWR,li1,37.0300,40.8000,1.799995
_072_,VPWR,li1,35.6500,40.8000,1.799995
_071_,VPWR,li1,36.8000,35.3600,1.799998
_070_,VPWR,li1,34.0400,35.3600,1.799998
_069_,VPWR,li1,34.0400,13.6000,1.799991
_068_,VPWR,li1,36.1100,13.6000,1.799990
_067_,VPWR,li1,35.6500,19.0400,1.799995
_066_,VPWR,li1,37.0300,13.6000,1.799990
_065_,VPWR,li1,34.0400,19.0400,1.799995
_064_,VPWR,li1,36.5700,19.0400,1.799995
_063_,VPWR,li1,37.0300,35.3600,1.799998
_062_,VPWR,li1,35.4200,35.3600,1.799998
_061_,VPWR,li1,31.0500,35.3600,1.799998
_060_,VPWR,li1,33.3500,35.3600,1.799998
_059_,VPWR,li1,34.9600,29.9200,1.799998
_058_,VPWR,li1,35.1900,29.9200,1.799997
_057_,VPWR,li1,37.0300,29.9200,1.799997
_056_,VPWR,li1,37.4900,24.4800,1.799997
_055_,VPWR,li1,36.1100,24.4800,1.799997
_054_,VPWR,li1,38.1800,24.4800,1.799997
_053_,VPWR,li1,33.3500,24.4800,1.799997
_052_,VPWR,li1,13.8000,40.8000,1.799996
_051_,VPWR,li1,14.7200,35.3600,1.799998
_050_,VPWR,li1,13.5700,35.3600,1.799998
_049_,VPWR,li1,11.7300,40.8000,1.799996
_048_,VPWR,li1,13.1100,29.9200,1.799998
_047_,VPWR,li1,15.4100,29.9200,1.799998
_046_,VPWR,li1,12.1900,29.9200,1.799997
_045_,VPWR,li1,12.6500,24.4800,1.799997
_044_,VPWR,li1,20.7000,24.4800,1.799998
_043_,VPWR,li1,22.3100,24.4800,1.799998
_042_,VPWR,li1,21.3900,19.0400,1.799997
_041_,VPWR,li1,13.8000,13.6000,1.799992
_040_,VPWR,li1,16.7900,13.6000,1.799993
_039_,VPWR,li1,11.2700,19.0400,1.799995
