Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_5_72,VPWR,li1,39.1000,24.4800,1.799992
FILLER_5_60,VPWR,li1,33.8100,24.4800,1.799993
FILLER_5_57,VPWR,li1,32.4300,24.4800,1.799993
FILLER_5_54,VPWR,li1,30.8200,24.4800,1.799994
FILLER_5_51,VPWR,li1,29.6700,24.4800,1.799994
FILLER_5_38,VPWR,li1,23.6900,24.4800,1.799995
FILLER_5_35,VPWR,li1,22.3100,24.4800,1.799996
FILLER_5_32,VPWR,li1,20.9300,24.4800,1.799996
FILLER_5_24,VPWR,li1,16.7900,24.4800,1.799996
FILLER_5_21,VPWR,li1,15.8700,24.4800,1.799996
FILLER_5_18,VPWR,li1,14.4900,24.4800,1.799996
FILLER_5_3,VPWR,li1,7.1300,24.4800,1.799995
FILLER_4_73,VPWR,li1,39.3300,24.4800,1.799992
FILLER_4_60,VPWR,li1,33.3500,24.4800,1.799993
FILLER_4_35,VPWR,li1,21.8500,24.4800,1.799996
FILLER_4_32,VPWR,li1,20.9300,24.4800,1.799996
FILLER_4_29,VPWR,li1,19.5500,24.4800,1.799996
FILLER_4_18,VPWR,li1,14.2600,24.4800,1.799996
FILLER_4_7,VPWR,li1,8.9700,24.4800,1.799995
FILLER_3_76,VPWR,li1,40.9400,19.0400,1.799994
FILLER_3_60,VPWR,li1,33.8100,19.0400,1.799995
FILLER_3_57,VPWR,li1,32.4300,19.0400,1.799995
FILLER_3_38,VPWR,li1,23.6900,19.0400,1.799996
FILLER_3_35,VPWR,li1,22.3100,19.0400,1.799996
FILLER_3_26,VPWR,li1,17.7100,19.0400,1.799995
FILLER_3_23,VPWR,li1,16.7900,19.0400,1.799995
FILLER_3_20,VPWR,li1,15.4100,19.0400,1.799995
FILLER_3_11,VPWR,li1,11.0400,19.0400,1.799994
FILLER_2_44,VPWR,li1,26.2200,19.0400,1.799995
FILLER_1_75,VPWR,li1,40.7100,13.6000,1.799994
FILLER_1_54,VPWR,li1,30.8200,13.6000,1.799994
FILLER_1_39,VPWR,li1,23.9200,13.6000,1.799995
FILLER_1_3,VPWR,li1,7.1300,13.6000,1.799994
FILLER_0_77,VPWR,li1,41.1700,13.6000,1.799994
FILLER_0_74,VPWR,li1,40.2500,13.6000,1.799994
FILLER_0_71,VPWR,li1,38.8700,13.6000,1.799994
FILLER_0_63,VPWR,li1,34.9600,13.6000,1.799994
FILLER_0_60,VPWR,li1,33.8100,13.6000,1.799994
FILLER_0_57,VPWR,li1,32.4300,13.6000,1.799994
FILLER_0_35,VPWR,li1,21.8500,13.6000,1.799995
FILLER_0_29,VPWR,li1,19.3200,13.6000,1.799995
FILLER_0_23,VPWR,li1,16.3300,13.6000,1.799994
FILLER_0_3,VPWR,li1,7.3600,13.6000,1.799994
fanout34,VPWR,li1,28.5200,40.8000,1.799997
fanout33,VPWR,li1,25.7600,29.9200,1.799995
fanout32,VPWR,li1,9.8900,40.8000,1.799996
fanout31,VPWR,li1,8.7400,35.3600,1.799996
fanout30,VPWR,li1,17.7100,19.0400,1.799995
fanout29,VPWR,li1,28.5200,13.6000,1.799994
fanout28,VPWR,li1,23.0000,13.6000,1.799995
fanout27,VPWR,li1,16.3300,40.8000,1.799997
fanout26,VPWR,li1,16.1000,19.0400,1.799995
fanout25,VPWR,li1,29.4400,13.6000,1.799994
fanout24,VPWR,li1,30.3600,13.6000,1.799994
fanout23,VPWR,li1,19.5500,40.8000,1.799997
fanout22,VPWR,li1,14.2600,19.0400,1.799994
max_cap21,VPWR,li1,29.4400,35.3600,1.799996
max_cap20,VPWR,li1,39.5600,19.0400,1.799994
output19,VPWR,li1,7.8200,29.9200,1.799993
output18,VPWR,li1,7.8200,29.9200,1.799993
output17,VPWR,li1,15.1800,29.9200,1.799994
output16,VPWR,li1,7.8200,19.0400,1.799994
output15,VPWR,li1,32.6600,35.3600,1.799995
output14,VPWR,li1,34.5000,24.4800,1.799993
output13,VPWR,li1,20.7000,13.6000,1.799995
output12,VPWR,li1,40.4800,24.4800,1.799992
input11,VPWR,li1,7.8200,40.8000,1.799996
input10,VPWR,li1,40.4800,29.9200,1.799994
input9,VPWR,li1,40.4800,24.4800,1.799992
input8,VPWR,li1,7.8200,24.4800,1.799995
input7,VPWR,li1,40.4800,19.0400,1.799994
input6,VPWR,li1,12.4200,13.6000,1.799994
input5,VPWR,li1,7.8200,40.8000,1.799996
input4,VPWR,li1,17.4800,13.6000,1.799994
input3,VPWR,li1,14.0300,13.6000,1.799994
input2,VPWR,li1,15.4100,13.6000,1.799994
input1,VPWR,li1,7.5900,46.2400,1.800000
TAP_TAPCELL_ROW_12_40,VPWR,li1,31.5100,45.9330,1.800000
TAP_TAPCELL_ROW_12_39,VPWR,li1,18.6300,45.9330,1.800000
TAP_TAPCELL_ROW_11_38,VPWR,li1,31.5100,41.1060,1.799997
TAP_TAPCELL_ROW_10_37,VPWR,li1,18.6300,40.4930,1.799997
TAP_TAPCELL_ROW_9_36,VPWR,li1,31.5100,35.6660,1.799995
TAP_TAPCELL_ROW_8_35,VPWR,li1,18.6300,35.0530,1.799997
TAP_TAPCELL_ROW_7_34,VPWR,li1,31.5100,30.2260,1.799994
TAP_TAPCELL_ROW_6_33,VPWR,li1,18.6300,29.6130,1.799995
TAP_TAPCELL_ROW_5_32,VPWR,li1,31.5100,24.7860,1.799993
TAP_TAPCELL_ROW_4_31,VPWR,li1,18.6300,24.1730,1.799996
TAP_TAPCELL_ROW_3_30,VPWR,li1,31.5100,19.3460,1.799995
TAP_TAPCELL_ROW_2_29,VPWR,li1,18.6300,18.7330,1.799995
TAP_TAPCELL_ROW_1_28,VPWR,li1,31.5100,13.9060,1.799994
TAP_TAPCELL_ROW_0_27,VPWR,li1,31.5100,13.2930,1.799994
TAP_TAPCELL_ROW_0_26,VPWR,li1,18.6300,13.2930,1.799994
PHY_EDGE_ROW_12_Left_25,VPWR,li1,6.2100,46.2400,1.800000
PHY_EDGE_ROW_11_Left_24,VPWR,li1,6.2100,40.8000,1.799996
PHY_EDGE_ROW_10_Left_23,VPWR,li1,6.2100,40.8000,1.799996
PHY_EDGE_ROW_9_Left_22,VPWR,li1,6.2100,35.3600,1.799996
PHY_EDGE_ROW_8_Left_21,VPWR,li1,6.2100,35.3600,1.799996
PHY_EDGE_ROW_7_Left_20,VPWR,li1,6.2100,29.9200,1.799993
PHY_EDGE_ROW_6_Left_19,VPWR,li1,6.2100,29.9200,1.799993
PHY_EDGE_ROW_5_Left_18,VPWR,li1,6.2100,24.4800,1.799995
PHY_EDGE_ROW_4_Left_17,VPWR,li1,6.2100,24.4800,1.799995
PHY_EDGE_ROW_3_Left_16,VPWR,li1,6.2100,19.0400,1.799994
PHY_EDGE_ROW_2_Left_15,VPWR,li1,6.2100,19.0400,1.799994
PHY_EDGE_ROW_1_Left_14,VPWR,li1,6.2100,13.6000,1.799994
PHY_EDGE_ROW_0_Left_13,VPWR,li1,6.2100,13.6000,1.799994
PHY_EDGE_ROW_12_Right_12,VPWR,li1,42.0900,46.2400,1.800000
PHY_EDGE_ROW_11_Right_11,VPWR,li1,42.0900,40.8000,1.799997
PHY_EDGE_ROW_10_Right_10,VPWR,li1,42.0900,40.8000,1.799997
PHY_EDGE_ROW_9_Right_9,VPWR,li1,42.0900,35.3600,1.799995
PHY_EDGE_ROW_8_Right_8,VPWR,li1,42.0900,35.3600,1.799995
PHY_EDGE_ROW_7_Right_7,VPWR,li1,42.0900,29.9200,1.799994
PHY_EDGE_ROW_6_Right_6,VPWR,li1,42.0900,29.9200,1.799994
PHY_EDGE_ROW_5_Right_5,VPWR,li1,42.0900,24.4800,1.799992
PHY_EDGE_ROW_4_Right_4,VPWR,li1,42.0900,24.4800,1.799992
PHY_EDGE_ROW_3_Right_3,VPWR,li1,42.0900,19.0400,1.799994
PHY_EDGE_ROW_2_Right_2,VPWR,li1,42.0900,19.0400,1.799994
PHY_EDGE_ROW_1_Right_1,VPWR,li1,42.0900,13.6000,1.799994
PHY_EDGE_ROW_0_Right_0,VPWR,li1,42.0900,13.6000,1.799994
_119_,VPWR,li1,20.9300,35.3600,1.799997
_118_,VPWR,li1,22.3100,40.8000,1.799998
_117_,VPWR,li1,20.7000,40.8000,1.799997
_116_,VPWR,li1,21.1600,35.3600,1.799997
_115_,VPWR,li1,25.3000,40.8000,1.799997
_114_,VPWR,li1,21.6200,29.9200,1.799996
_113_,VPWR,li1,17.9400,29.9200,1.799995
_112_,VPWR,li1,14.2600,29.9200,1.799994
_111_,VPWR,li1,12.4200,24.4800,1.799995
_110_,VPWR,li1,11.5000,24.4800,1.799995
_109_,VPWR,li1,8.7400,19.0400,1.799994
_108_,VPWR,li1,9.2000,24.4800,1.799995
_107_,VPWR,li1,11.0400,19.0400,1.799994
_106_,VPWR,li1,20.4700,29.9200,1.799996
_105_,VPWR,li1,13.1100,29.9200,1.799993
_104_,VPWR,li1,10.5800,29.9200,1.799993
_103_,VPWR,li1,14.7200,35.3600,1.799996
_102_,VPWR,li1,13.3400,40.8000,1.799997
_101_,VPWR,li1,10.5800,40.8000,1.799996
_100_,VPWR,li1,11.5000,35.3600,1.799996
_099_,VPWR,li1,15.1800,40.8000,1.799997
_098_,VPWR,li1,18.6300,24.4800,1.799996
_097_,VPWR,li1,10.3500,29.9200,1.799993
_096_,VPWR,li1,13.1100,19.0400,1.799994
_095_,VPWR,li1,13.1100,13.6000,1.799994
_094_,VPWR,li1,19.7800,19.0400,1.799996
_093_,VPWR,li1,9.6600,13.6000,1.799994
_092_,VPWR,li1,9.2000,13.6000,1.799994
_091_,VPWR,li1,17.4800,13.6000,1.799994
_090_,VPWR,li1,16.5600,24.4800,1.799996
_089_,VPWR,li1,29.4400,29.9200,1.799995
_088_,VPWR,li1,39.5600,35.3600,1.799995
_087_,VPWR,li1,35.8800,35.3600,1.799995
_086_,VPWR,li1,34.5000,40.8000,1.799997
_085_,VPWR,li1,38.1800,40.8000,1.799997
_084_,VPWR,li1,38.1800,35.3600,1.799995
_083_,VPWR,li1,25.9900,29.9200,1.799995
_082_,VPWR,li1,26.4500,35.3600,1.799996
_081_,VPWR,li1,29.6700,19.0400,1.799995
_080_,VPWR,li1,36.5700,19.0400,1.799994
_079_,VPWR,li1,31.2800,24.4800,1.799994
_078_,VPWR,li1,37.2600,19.0400,1.799994
_077_,VPWR,li1,33.1200,19.0400,1.799995
_076_,VPWR,li1,38.1800,13.6000,1.799994
_075_,VPWR,li1,23.9200,24.4800,1.799995
_074_,VPWR,li1,24.1500,19.0400,1.799996
_073_,VPWR,li1,26.4500,13.6000,1.799994
_072_,VPWR,li1,20.7000,19.0400,1.799996
_071_,VPWR,li1,28.9800,19.0400,1.799995
_070_,VPWR,li1,26.2200,19.0400,1.799995
_069_,VPWR,li1,25.7600,13.6000,1.799994
_068_,VPWR,li1,21.6200,13.6000,1.799995
_067_,VPWR,li1,32.4300,29.9200,1.799994
_066_,VPWR,li1,36.5700,24.4800,1.799993
_065_,VPWR,li1,37.2600,24.4800,1.799993
_064_,VPWR,li1,36.8000,13.6000,1.799994
_063_,VPWR,li1,35.8800,29.9200,1.799994
_062_,VPWR,li1,39.5600,29.9200,1.799994
_061_,VPWR,li1,8.5100,35.3600,1.799996
_060_,VPWR,li1,27.6000,24.4800,1.799995
_059_,VPWR,li1,26.6800,24.4800,1.799995
_058_,VPWR,li1,34.0400,13.6000,1.799994
_057_,VPWR,li1,28.0600,40.8000,1.799997
_056_,VPWR,li1,31.7400,35.3600,1.799995
